,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.6199183073898382,0.029671718323412484,0.36448797769755265,0.044546183153360064,0.4082101889376545,0.0424700699458837,0.5553737648497165,0.030559038983923613,0.5107132833809184,0.023243823420745477,0.5264262950067236,0.021432003365265687,0.4507475302475687,0.028409720586715023,0.5270877227981078,0.025219698944809684,0.5310185968881063,0.07463918653377254
1,0.6200847054229632,0.03175694048185082,0.4240563164213444,0.03450101103676753,0.3946357198099217,0.0425544567215994,0.5325004344645717,0.029405883801899516,0.4844345771764981,0.020034870525925064,0.52242883338331,0.021805026326183096,0.44302440055027126,0.028335264332135943,0.5087914818447781,0.024202118508094776,0.5026152617047666,0.07409998986220628
2,0.6191803301321676,0.032350277151288374,0.45668134697192175,0.028249782431681438,0.3876590353050842,0.04540269140466981,0.5192661097625693,0.027091307292449792,0.47022514268186105,0.020516084986044326,0.5199288591510006,0.021471377061895378,0.4388013171644945,0.0290035660787708,0.4983353294737266,0.02258855938283795,0.5028038153890708,0.07353516861142423
3,0.6184960383969366,0.032475432378660456,0.48477295055856656,0.025103841983934,0.38205637658418096,0.04603648032381292,0.5079725793173822,0.026149624137770385,0.45815201793817406,0.020389327414310796,0.5179401302538758,0.0206607801571931,0.43542343723630356,0.028410106028409373,0.48947744985689495,0.02149135920666543,0.4796222648915334,0.0700035442187036
4,0.6166435366498725,0.03227440985301963,0.5082096331208571,0.025125658872850006,0.37368423265581696,0.05702851762293038,0.4977321561579921,0.025677041029856195,0.44660032147002676,0.023380767123562844,0.5145948612891877,0.023725555291477796,0.43007564330329195,0.03495435257918714,0.4807739406313751,0.02225555710021035,0.46980595788717117,0.08122147852230406
5,0.6135973007151245,0.032236109427355726,0.5326652375119573,0.027896605207114535,0.3679232196138464,0.058270211682563876,0.48636871606821547,0.025913313572732258,0.4357364547163535,0.022912027666794142,0.5114957512059599,0.023156404257560003,0.4259279699912131,0.034956052334165134,0.47173004423140324,0.02139879425451478,0.46959878715611414,0.05592479878414754
6,0.6123992741474111,0.031691377054100786,0.5544759222354358,0.027587269177975514,0.37050033311197833,0.061741433044701505,0.47724386387976897,0.025795686448371533,0.4291335604623888,0.025004041926017913,0.5117297732999285,0.025100765682653126,0.42702610413632375,0.037896429120488226,0.4658378725313579,0.02288303964311378,0.4837083276359616,0.06295024182966875
7,0.6118845578022024,0.03301328373046612,0.5758332384354454,0.02780092954796497,0.36756699575627916,0.05962624487501294,0.4687264236631577,0.026297683706323145,0.42048516485010573,0.02399550895164379,0.5106181497378748,0.025571186658321712,0.4251762990526917,0.03737513318414888,0.459381445467231,0.02339125396473981,0.4469169066962717,0.06530361098123491
