,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.36608634687289315,0.028319774672441227,0.13151492023588643,0.033475038271888774,0.8432188460163249,0.049035563376946076,0.4521798418295553,0.025744952080127878,0.7662573163239697,0.021272712154567972,0.5427045098976994,0.02279894594870759,0.7781302214055125,0.009911921135354421,0.6836840504279782,0.014299335777952737,0.6658262706836422,0.07373343356325189
1,0.37272625199232595,0.029199939069560872,0.14047644823129796,0.032712512542451576,0.8162212200217757,0.049901900581953804,0.45443933740798814,0.02630239481527132,0.752321731127756,0.020891119916461188,0.5375931794030794,0.023004597473348338,0.780454188197314,0.010219978674346309,0.683994179353315,0.014544801243444459,0.6571120034525764,0.07258558057569131
2,0.3790509459616204,0.02954796705982414,0.1485532400739355,0.03303931330606696,0.7947498817668177,0.05178029744731159,0.45670365781806893,0.0267209001546264,0.7409063186808497,0.0224321850082068,0.5339978902127744,0.022692809719401272,0.7826678310865671,0.010341788470938472,0.6845671394851812,0.014593738633007045,0.6526974696841432,0.07269389519562797
3,0.3863707575735995,0.03068823781881669,0.1563588962319593,0.034050070014903074,0.7773972469921031,0.05356171944278451,0.4597789720898274,0.027860447657276053,0.7312332851156554,0.02394661935010311,0.5320860150057507,0.022666861475726566,0.7851829590735601,0.010722470523663529,0.6857821477284459,0.015029637243827018,0.6391224532857309,0.07066885768004816
4,0.3921823955334621,0.031244314322175615,0.1647624507062392,0.03532325605078355,0.7536503797424743,0.06309937788509247,0.4615010329487079,0.02877969857438719,0.718793294149806,0.028207337729612546,0.5275771919128002,0.025213928438173317,0.7863535880062165,0.010775631859076951,0.6854456000515274,0.015545684773502025,0.6334638697486361,0.08422508956741566
5,0.39907404492104315,0.030642264673045063,0.17369635244347806,0.03500191964416115,0.7337954674338767,0.06835244217709022,0.46382375126396946,0.028553207850641645,0.7077244636183334,0.02792868349803693,0.5247219604446324,0.02594375248153044,0.7870126561893268,0.013361126338666521,0.6851720759136534,0.01633798284602577,0.6310413576157924,0.06597955343670087
6,0.40579860140161467,0.029739944808544447,0.18140347162724718,0.03376994292583583,0.7240208606140086,0.0672402765194658,0.4663705505053437,0.027764950009028386,0.7011171291760669,0.02775704786478387,0.5248156288149292,0.026829391815086142,0.7888269158900846,0.014248706393172286,0.6862412815187399,0.016985452045300605,0.6293635711078396,0.06978387482932503
7,0.4128728473278422,0.03105966178752131,0.1884431444176594,0.03392146566579207,0.7131782235503209,0.06552597309160725,0.46937529701202435,0.028862749169367798,0.6943161888739476,0.027346884481553313,0.5247462483626253,0.02739508214338069,0.7903915717888849,0.015781854772560732,0.687247698631863,0.018380881895494805,0.6267104395929818,0.05521485916180528
