,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.8634053967535544,0.0277976000710164,0.1377533890614148,0.03647601264346349,0.710718847580182,0.04502679205534009,0.8275440330035725,0.02910309738334034,0.7110738528605776,0.020690322136355833,0.7267480828131541,0.021431970529656386,0.7484497251152341,0.02930139585231836,0.7375869773282158,0.021014275049971342,0.7912413980415652,0.07257083724867133
1,0.8653392161232133,0.02974508779978295,0.17396437743787768,0.0342726198992293,0.6879883513042024,0.04513811251443644,0.8123864088345324,0.030079999445707394,0.6893078084184238,0.019934839725202977,0.7207991526467067,0.022270964534766114,0.7352760198477998,0.03078530171980726,0.7201123751895436,0.0211469096185278,0.7708705090762671,0.0734272257136797
2,0.8678883214238717,0.03006211281905481,0.20703971320991368,0.03401597977449795,0.671815201633904,0.045310561903247275,0.7990555142827861,0.029572258759635425,0.6712621810300917,0.020632490290095166,0.7170943051309135,0.021530299837630863,0.7257773553719704,0.030683136434943605,0.7059174282964539,0.021114734830071685,0.7641127292506702,0.0706899223672019
3,0.8701187412870458,0.03053490807729221,0.2405564798542001,0.03645084196830296,0.6560063971144628,0.04503107974095587,0.7852661733589001,0.03083620212929436,0.653207790896815,0.02126388859785444,0.7133553527135095,0.020254931686382628,0.7163443574318837,0.029562361577771756,0.6916586177548111,0.020866819805023352,0.7372602266116094,0.06600174192501793
4,0.8725707545521603,0.030749083636736313,0.27011781689883435,0.03740650665866335,0.6400323000179391,0.05124188808967599,0.7734149738363221,0.031564318736275694,0.6364716840925836,0.024271694981735675,0.7096665295538538,0.022296352686620783,0.7067996212826717,0.033722862027715315,0.6783982495382891,0.023852105513396935,0.7246221065780514,0.08478734157697607
5,0.874040084804499,0.03167392262713952,0.30157717733469697,0.039016512219998474,0.6232620679571906,0.05342356341856657,0.75994793304541,0.03284553714215031,0.6187528151157323,0.022172081956444628,0.7052966585491818,0.022774400148197853,0.696599034983113,0.034910516102272526,0.6641557111220051,0.02250972807987263,0.7146642726799668,0.06042504486717904
6,0.8761234024269586,0.03033379750425079,0.32799704143590114,0.03678059398749232,0.6175204281799601,0.053936276402939645,0.7492077977943283,0.03178773509459229,0.6072092067694186,0.021893749238975958,0.7045116595461194,0.022987532566035168,0.6934242533792523,0.035460334997756665,0.655482250022792,0.022665637018254404,0.7235188698807988,0.06109700405985606
7,0.8806166232683293,0.031054130929885317,0.3497959446787936,0.02907761297716321,0.6134328118501116,0.05085652327131532,0.7422162472953107,0.029286418716636113,0.5979445441024668,0.02037256729461655,0.7053073240257817,0.02296495315867118,0.691805766352884,0.033957547763649586,0.6490938220238083,0.021698304435345008,0.7047652358886595,0.04785941886075127
