,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.8651386158453002,0.02757628826682777,0.13669242119764077,0.03456192275366927,0.7037805029969841,0.04290036775947851,0.8293022451646556,0.02662516788895291,0.7086698537796193,0.021715884767210827,0.7254465280294803,0.020884836808301263,0.7450645900671881,0.02910477543047585,0.7357213271698747,0.021392345049471063,0.7821052188480381,0.08396004397496515
1,0.865207011565267,0.031639637592437736,0.17491300179311545,0.03377679546325966,0.6750587346590444,0.04698133823380629,0.8118296209636952,0.030191687838304403,0.6838039432360273,0.02243055854315338,0.7168607756020834,0.0238335838941901,0.7272241139759729,0.03269769625650653,0.7149975122797723,0.02332573055928881,0.7614175445624156,0.06766291762586195
2,0.8654863278502015,0.03365606184211236,0.20793617938181483,0.03414024694356502,0.6457061309864576,0.04763918787438529,0.7968735262333636,0.03172298539257308,0.6605047896109478,0.023523793576564603,0.7081806868285281,0.023547388381630535,0.7088588023699979,0.03270700629066689,0.6953984923778782,0.02380007372892192,0.734660531076439,0.07819838948713922
3,0.865240495219453,0.0358563200003497,0.23913883578629333,0.035326901640829696,0.6229415016476288,0.05218803048418501,0.7823841563087501,0.034101441544695466,0.6404780081338488,0.026735717843131016,0.7012406733430425,0.024757093570261093,0.694502721791434,0.035252807038218974,0.6786451396125205,0.026464175237352075,0.7161665464531325,0.07807516536140613
4,0.8657941466603974,0.03673379934043053,0.26966503574522144,0.035306331741042425,0.5937996589537196,0.055403570289732806,0.7687474075183037,0.03409028901668898,0.6181371010706603,0.026961097694528355,0.6927472636832948,0.025966237794052632,0.6762826260911374,0.037397030811306624,0.6598187683031658,0.02697311296074387,0.6790810564504787,0.07864290804423815
5,0.8678829343718871,0.036868587257547665,0.30048136468710557,0.03659236670920717,0.572854214727862,0.057089217046917135,0.7560478516289026,0.033736458006185514,0.5989732082506579,0.027154278451279445,0.6874035848857079,0.026974657415553643,0.663549660911868,0.038993908226095955,0.6442927329531416,0.027441629952436163,0.6779695346497776,0.0858406083655643
6,0.8711274287943999,0.036463992480706066,0.32983514487828103,0.03688079185264562,0.5510977639571525,0.07402402685277278,0.7447869322173328,0.032558107711249756,0.5799968048754626,0.03290865946885236,0.6823366721446257,0.031920417835974726,0.6505389389529862,0.05002055701424564,0.6290577375191642,0.033205138574152096,0.6856083381985992,0.08062209378513462
7,0.8709775314328948,0.038390253300453564,0.3570461652690589,0.03648545246691553,0.5467129450748225,0.0751969905233952,0.7321551058382313,0.03409690024178711,0.5687190201857584,0.033526181630534016,0.6809537726672494,0.03385944235356527,0.647687005471444,0.05173598312465697,0.6202515053389156,0.034578891755265045,0.6666791526024778,0.07699882702532289
