,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.2662269669524778,0.027708190781676505,0.6519363905493907,0.03198996830919919,0.5670864894559927,0.04466174317325824,0.23057120822814162,0.020333196530860884,0.47365685909011035,0.020123357647197877,0.4149280819654128,0.02136964152668928,0.4533121988427221,0.03167109389602598,0.3977422113699503,0.024478085027623706,0.37644880906089717,0.07312560739986952
1,0.2712348657811928,0.029531871285511324,0.653153770946541,0.03033364478161173,0.5423575279769831,0.04517688006683067,0.23326587561835704,0.021356409884236188,0.46333919135950385,0.020099335070219312,0.4097629479946317,0.02214357078006749,0.43887341109463357,0.0321486580407235,0.3884625820970513,0.025077535638688694,0.36334121433105954,0.0730992663750803
2,0.27703344135329294,0.030030008225584885,0.6528885755654608,0.029279810518988238,0.5261113929298319,0.04898134240522441,0.2368397793812488,0.021434039582602028,0.4569335557240215,0.021939054182557344,0.40749846648793137,0.021798275502448908,0.43009395045464505,0.033448498871891795,0.38333459401489794,0.025565176566167535,0.3724985609070647,0.07463274277810096
3,0.28347686209783174,0.029751122940607055,0.6535947482752189,0.028309445485270923,0.5121286740493518,0.04872530109538938,0.2405201694512859,0.020921869605377407,0.45109330772341416,0.0212892924622909,0.40620319015882983,0.02038500099389728,0.4229466351187392,0.03215952838998216,0.3793175137143479,0.02403925514221121,0.35709431798466085,0.06907668618060435
4,0.2886062708337545,0.029657113958042113,0.6531608872681218,0.02784328944363274,0.4956123719479112,0.06128905456137935,0.24374332617969996,0.020892824223454468,0.44463863823532185,0.024866177534696495,0.4035565334595629,0.02429223601255654,0.4138207625454241,0.040540866700567786,0.3738699795686898,0.02955006472163865,0.35403238735958353,0.08186935752484972
5,0.2924314462461551,0.03021118762550454,0.6545855469882836,0.029015971642164497,0.4827349846613942,0.0624486547758267,0.24564402598898186,0.021337105416065868,0.4389890524186584,0.02404911576147483,0.40141464620918804,0.02413220577131829,0.4067226185891793,0.04080930275044929,0.36941421520307827,0.029160175077777486,0.36064876301571863,0.05730160271877144
6,0.2982759122763518,0.030074323331379025,0.6544280470807945,0.027439128944950965,0.47924363935610453,0.0665661528927904,0.24922290836849487,0.021288891143275535,0.4376476392641637,0.02577933204389304,0.4029972523311897,0.026697973112436036,0.4060199017510995,0.044495816454629036,0.36983229468575923,0.03230373371430965,0.38168967071292736,0.06304085055034901
7,0.3048669397870595,0.03197535824389305,0.6545822031630677,0.026720325474828315,0.47047902266128067,0.06445926617728341,0.2531624514587523,0.022372386914586494,0.4340878379574386,0.024366802335496457,0.403333829702561,0.027355582236429733,0.4022395846450943,0.04381638521042385,0.3682098389326166,0.0321896820676348,0.35170526038943556,0.06577078368704387
